ID,TransactionDate,HouseAge,DistanceToStation,NumberOfPubs,PostCode,HousePrice
2157,2021.12,13,363.5979015,5,5213,269287
2158,2019.07,17,2898.962331,3,5213,168401
2159,2021.02,13,3982.186999,0,5614,300458
2160,2019.06,14,400.3781561,5,5217,225547
2161,2019.11,12,405.8341693,5,5222,462334
2162,2021.07,14,373.3706357,7,5217,391390
2163,2019.1,20,689.8823165,2,5213,297471
2164,2019.11,15,217.0748157,6,5222,523907
2165,2020.08,0,217.1328216,6,5213,333248
2166,2019.04,40,420.9615791,8,5614,318910
2167,2020.08,39,596.3887078,0,5212,225196
2168,2020.08,2,595.4055938,5,5614,556336
2169,2020.01,35,647.8323293,8,5212,259784
2170,2020.02,14,3903.934841,0,5213,155069
2171,2021.1,15,808.1360193,2,5614,439433
2172,2019.05,15,1823.473081,2,5614,296197
2173,2020.02,0,133.2289614,6,5212,454108
2174,2019.02,16,4222.630569,0,5213,64486
2175,2020.12,39,42.74450026,5,5614,413824
2176,2021.1,16,30.47970254,5,5213,347199
2177,2021.06,16,3461.484793,0,5222,344979
2178,2019.1,41,63.36004372,6,5217,469277
2179,2019.09,1,208.7846468,5,5212,301646
2180,2021.01,30,53.50451258,4,5213,422232
2181,2020.09,17,3966.804227,0,5222,137431
2182,2019.04,31,612.9515785,9,5222,433654
2183,2020.06,15,3442.14983,0,5222,329580
2184,2019.11,1,315.9784743,5,5614,497999
2185,2020.09,12,425.8127809,5,5614,451636
2186,2020.04,32,435.5897907,8,5213,258153
2187,2021.05,15,4003.281885,0,5614,254790
2188,2019.1,13,820.2008914,2,5614,331743
2189,2019.09,35,350.1300582,3,5614,385454
2190,2020.05,8,199.6052831,5,5212,371304
2191,2020.02,33,142.4851514,1,5222,498518
2192,2019.11,6,283.0551141,9,5213,388499
2193,2021.04,3,528.0684274,10,5213,490228
2194,2021.02,35,38.9988847,8,5614,462970
2195,2021.11,12,157.5111536,5,5212,265766
2196,2021.03,17,642.9055855,5,5212,283415
2197,2021.04,15,256.6030735,5,5213,419192
2198,2019.02,25,2791.644579,3,5222,154434
2199,2019.01,20,1033.605852,0,5213,129235
2200,2019.11,15,1932.872576,2,5212,123000
2201,2020.03,10,224.1897934,7,5222,541774
2202,2020.1,6,1878.07407,1,5222,362437
2203,2021.07,34,277.4005129,9,5222,592122
2204,2019.11,16,320.1797741,5,5213,288318
2205,2019.03,18,48.09775528,5,5222,349199
2206,2020.09,7,99.62779107,5,5213,267845
2207,2019.01,2,362.9581232,6,5212,232816
2208,2020.08,4,222.4841681,6,5213,438801
2209,2021.1,39,330.4982223,7,5217,400093
2210,2021.03,40,124.9384337,8,5222,557910
2211,2019.01,21,1150.80485,0,5212,131267
2212,2020.07,4,558.4821667,5,5213,443480
2213,2019.08,17,710.0229465,2,5213,256116
2214,2020.1,15,338.2211439,8,5213,349295
2215,2020.01,24,4406.315789,0,5222,155889
2216,2021.06,1,202.9159921,0,5213,308541
2217,2019.05,18,1488.411282,1,5217,200844
2218,2020.05,11,1326.015116,1,5212,173848
2219,2021.05,16,111.3581823,8,5222,643579
2220,2019.03,27,354.8631015,8,5217,309335
2221,2021.02,16,585.9177624,4,5217,315819
2222,2020.03,16,6280.669202,1,5212,81532
2223,2019.09,2,638.8508541,10,5614,528479
2224,2020.03,6,64.31163038,9,5222,722465
2225,2020.1,16,1981.365734,4,5222,338111
2226,2021.02,32,1004.90227,0,5212,110019
2227,2019.01,27,80.82645258,6,5213,252268
2228,2020.04,3,527.9199921,10,5213,428979
2229,2019.09,3,210.6104234,7,5212,297315
2230,2020.1,13,250.6883418,7,5217,363783
2231,2021.02,12,1787.20139,2,5222,407095
2232,2021.11,31,406.3473717,9,5213,270492
2233,2019.05,3,187.2726121,7,5217,403750
2234,2021.08,38,412.6325453,8,5614,433908
2235,2020.07,29,1177.40975,5,5217,193723
2236,2020.04,11,1384.280796,1,5222,286759
2237,2020.1,19,955.0049261,0,5614,241792
2238,2021.12,15,4045.214279,0,5213,154764
2239,2021.04,39,594.8299926,1,5217,327903
2240,2019.05,16,89.27657867,5,5213,347267
2241,2021.05,33,642.9936493,8,5217,398424
2242,2020.1,18,994.7501599,0,5614,231975
2243,2021.03,15,4119.702011,0,5222,166949
2244,2020.07,18,1616.594074,1,5222,329204
2245,2021.01,10,603.9960226,5,5213,269846
2246,2021.02,16,549.7012987,5,5222,615573
2247,2019.08,7,32.07315772,9,5212,326660
2248,2019.09,12,1299.786709,4,5614,264146
2249,2021.01,21,353.0364257,4,5212,292154
2250,2020.1,1,249.6684879,6,5614,746103
2251,2019.04,9,64.00607706,7,5614,440196
2252,2020.01,6,575.7080901,9,5213,329788
2253,2019.01,15,2056.66807,3,5212,126430
2254,2020.12,37,464.1115424,3,5222,393128
2255,2021.02,6,304.2290515,6,5614,587423
2256,2020.02,14,1334.84286,1,5222,286940
2257,2020.04,16,132.05719,5,5217,441152
2258,2021.06,34,3081.84962,0,5614,498379
2259,2019.01,7,2146.237538,3,5222,314136
2260,2021.11,23,339.5690349,6,5212,259470
2261,2021.07,30,423.4240255,10,5213,309874
2262,2019.09,18,257.7839934,7,5222,434288
2263,2020.04,37,453.4869052,0,5213,267809
2264,2019.04,19,2050.468773,3,5212,117780
2265,2020.03,16,69.91896716,8,5212,305931
2266,2020.01,41,378.5924445,4,5217,320879
2267,2019.09,6,28.69968896,9,5222,634519
2268,2019.05,15,362.3430818,5,5222,280805
2269,2020.09,19,1553.450768,1,5213,176523
2270,2020.11,15,1943.002106,2,5217,262700
2271,2021.12,34,90.13740598,8,5217,383827
2272,2020.12,7,64.9628933,5,5222,658958
2273,2021.03,14,4097.236596,0,5213,199897
2274,2021.09,14,3821.644877,0,5222,378192
2275,2020.05,39,54.19917855,8,5213,298696
2276,2021.02,16,707.7181847,4,5222,492499
2277,2019.01,10,972.5738358,0,5212,214543
2278,2020.07,17,138.5643387,8,5614,479226
2279,2021.05,6,67.96344598,9,5213,437768
2280,2020.06,12,759.2890488,0,5213,286075
2281,2019.04,8,1398.278428,0,5212,238184
2282,2020.1,12,226.7014301,5,5222,574400
2283,2020.04,27,298.7959737,8,5213,261860
2284,2021.11,30,4025.048989,1,5614,306000
2285,2019.08,43,344.3286226,7,5614,367372
2286,2020.12,4,173.5167562,4,5614,419389
2287,2019.04,17,73.14811005,5,5213,356059
2288,2020.09,16,3958.577753,0,5614,136479
2289,2020.04,8,185.0839212,5,5614,520598
2290,2019.11,37,509.0371076,0,5217,275126
2291,2020.04,15,4038.993558,0,5212,69649
2292,2020.12,32,410.2363974,2,5212,188886
2293,2019.03,12,375.2628457,5,5213,261626
2294,2019.12,35,535.5003424,8,5217,281593
2295,2021.02,4,67.88513379,6,5217,579692
2296,2021.04,37,510.2404998,1,5217,358130
2297,2019.03,14,1901.455076,2,5614,278521
2298,2020.04,11,2961.964718,0,5212,314959
2299,2021.03,12,634.9506079,4,5217,358524
2300,2021.11,2,354.7138364,7,5222,544837
2301,2021.07,0,123.90353,6,5212,357994
2302,2020.01,28,424.7900796,7,5213,323617
2303,2020.11,21,652.7372981,9,5213,286360
2304,2019.12,30,1268.912791,0,5217,152130
2305,2020.07,15,566.8839521,1,5222,482082
2306,2019.05,4,586.7990682,5,5212,294240
2307,2021.03,35,635.6687839,8,5614,418298
2308,2021.09,3,144.2072165,7,5614,592384
2309,2020.02,18,515.3812611,3,5213,272196
2310,2020.1,9,745.6354408,0,5212,288528
2311,2020.09,1,164.3429153,9,5217,378492
2312,2021.11,31,182.5759153,10,5217,350042
2313,2019.11,30,4448.174726,1,5614,185128
2314,2021.06,5,208.7715619,6,5212,452789
2315,2021.05,30,1854.730031,2,5213,197244
2316,2019.02,6,553.902445,6,5212,235518
2317,2020.06,30,381.7818387,8,5212,243306
2318,2019.04,34,363.6386024,5,5212,209744
2319,2019.02,15,352.3836426,5,5222,286875
2320,2021.1,0,93.21872856,0,5222,577571
2321,2019.09,20,1263.233059,0,5212,110946
2322,2019.12,36,40.62911924,9,5213,485229
2323,2020.08,4,569.978064,9,5222,638356
2324,2019.05,2,39.13475912,6,5217,267015
2325,2019.05,1,527.6115854,7,5213,244736
2326,2019.05,11,1611.322687,1,5222,284633
2327,2021.02,33,623.2796352,7,5222,508554
2328,2021.04,2,106.5702114,7,5222,717732
2329,2021.09,15,1265.597408,0,5213,194247
2330,2019.06,40,131.0575636,4,5222,383698
2331,2019.08,17,1064.75591,0,5217,196654
2332,2021.06,31,348.6145764,4,5614,329235
2333,2021.09,10,3115.872485,0,5213,220265
2334,2021.1,1,106.4967972,5,5213,628544
2335,2020.01,10,946.7799122,0,5222,526516
2336,2019.04,33,130.8946037,6,5212,235611
2337,2020.02,13,4359.363488,0,5222,261081
2338,2020.02,33,427.8327706,6,5614,319401
2339,2020.05,14,33.68692158,5,5213,381730
2340,2021.02,30,998.8061121,0,5212,134479
2341,2021.12,13,4012.250534,0,5212,167048
2342,2020.1,12,549.0977721,0,5614,435890
2343,2020.03,41,82.80390954,7,5614,448694
2344,2020.11,16,425.4019209,5,5614,473079
2345,2021.07,8,43.88942716,9,5222,780228
2346,2020.04,19,1722.195525,3,5614,236319
2347,2021.08,15,1219.601133,0,5222,337836
2348,2020.03,36,382.944916,8,5222,420719
2349,2020.09,32,6325.450605,1,5213,79122
2350,2019.06,15,4080.520979,0,5213,123952
2351,2021.09,11,1506.674701,1,5212,171194
2352,2020.09,11,558.3549344,5,5614,399645
2353,2020.04,34,417.724074,4,5217,227725
2354,2021.01,1,261.6880764,5,5222,718794
2355,2020.07,1,2178.914458,3,5212,200832
2356,2020.03,6,590.5699412,10,5213,409273
2357,2021.11,39,238.6713468,8,5212,446616
2358,2020.03,7,233.0234472,5,5614,389929
2359,2021.06,13,224.6868599,1,5222,316234
2360,2021.02,31,4135.757062,1,5614,319465
2361,2019.12,16,74.95803976,5,5213,296004
2362,2021.11,4,2159.019718,3,5614,321290
2363,2020.12,32,606.8103834,6,5614,319454
2364,2019.03,16,879.1080251,4,5213,232266
2365,2021.11,33,316.0935402,1,5222,573940
2366,2019.02,36,315.0754201,9,5212,426717
2367,2020.06,18,1583.497116,1,5217,195531
2368,2021.02,2,1484.452369,3,5212,227733
2369,2020.1,17,930.334045,0,5222,311859
2370,2020.06,12,1630.353788,1,5614,308696
2371,2021.09,18,1919.182997,3,5222,304102
2372,2021.02,38,421.012257,7,5222,416929
2373,2021.12,29,853.6662696,3,5217,509359
2374,2021.12,3,2029.168748,3,5217,310522
2375,2020.05,18,179.3249492,5,5212,203975
2376,2019.08,39,342.3954138,6,5213,374300
2377,2020.01,34,3250.677754,0,5217,354600
2378,2020.01,11,546.2178049,4,5222,466533
2379,2019.1,16,600.3964642,5,5614,446503
2380,2019.03,10,2690.106406,0,5212,127461
2381,2021.07,28,535.1310907,10,5222,491507
2382,2020.09,15,4072.242309,0,5217,166359
2383,2019.05,31,4110.825978,1,5212,137521
2384,2020.04,34,2092.190856,2,5222,246499
2385,2019.03,3,1600.125402,3,5217,240852
2386,2021.05,12,70.05443219,1,5212,224471
2387,2019.05,3,132.5945374,8,5217,431215
2388,2020.04,12,1396.046318,1,5614,253004
2389,2019.04,0,413.8268059,7,5222,401065
2390,2019.11,11,3241.354334,0,5222,479178
2391,2019.11,8,164.577566,9,5222,494138
2392,2019.07,0,326.1947688,7,5213,304155
2393,2019.02,13,1697.53953,1,5212,164882
2394,2019.04,28,372.5685891,4,5213,234353
2395,2021.05,12,40.74219565,1,5213,216537
2396,2019.05,12,1339.693617,1,5212,136502
2397,2019.02,11,376.7195798,1,5217,258752
2398,2020.12,9,345.0668388,7,5217,399975
2399,2020.03,43,202.7684501,6,5213,260498
2400,2021.05,0,249.0909726,0,5213,441216
2401,2019.11,17,55.61235783,5,5614,410448
2402,2021.08,14,4082.215254,0,5222,221845
2403,2019.06,29,191.2316095,6,5614,376996
2404,2019.05,13,551.9926984,1,5212,231475
2405,2019.05,5,159.7028577,9,5222,635605
2406,2019.1,32,5293.219931,1,5614,121634
2407,2021.02,11,652.036201,5,5217,316116
2408,2021.06,12,1575.643379,1,5217,237717
2409,2019.08,32,5208.372106,1,5213,103171
2410,2020.11,36,451.6469345,7,5614,407069
2411,2021.04,5,129.375964,9,5614,538181
2412,2021.12,31,130.2634806,10,5614,526612
2413,2019.05,30,1122.824787,0,5213,107626
2414,2020.02,0,372.8432743,7,5217,312872
2415,2020.09,16,3958.692303,0,5217,114760
2416,2019.06,,,,5222,268172
2417,2019.11,10,3111.721912,0,5217,203897
2418,2021.09,15,1212.458593,0,5614,317014
2419,2021.03,2,1327.833749,3,5213,278022
2420,2020.11,14,125.5578724,1,5222,282537
2421,2021.02,3,653.4770703,5,5217,548667
2422,2019.05,12,1229.36168,4,5213,200772
2423,2021.11,1,255.1676121,0,5222,709347
2424,2020.02,13,4078.322268,0,5614,248435
2425,2019.11,19,349.3916283,6,5213,314115
2426,2021.03,16,4110.230554,0,5213,146431
2427,2020.07,34,64.31240564,7,5213,289809
2428,2019.05,32,6342.542687,1,5212,58416
2429,2020.1,0,54.52759419,7,5212,306441
2430,2020.06,2,504.4521293,5,5212,381243
2431,2019.12,17,4116.755438,0,5213,112167
2432,2021.06,2,439.1609091,10,5222,768560
2433,2020.08,15,264.9203956,6,5217,383125
2434,2021.1,33,654.3967833,6,5213,273143
2435,2021.03,3,146.3828511,4,5614,588315
2436,2019.05,14,3587.367175,0,5217,176451
2437,2021.02,30,865.1560249,10,5222,484958
2438,2020.05,13,1715.643192,2,5213,161968
2439,2019.07,1,111.9292165,6,5217,323202
2440,2021.03,22,4396.094502,0,5614,151253
2441,2019.11,32,428.8670238,8,5212,201418
2442,2020.08,16,304.9472449,5,5212,272638
2443,2020.01,34,116.0093142,10,5614,485487
2444,2020.12,17,1676.601618,3,5222,230941
2445,2019.08,17,232.5247997,5,5614,440161
2446,2019.09,27,385.5828383,6,5213,285455
2447,2021.05,16,910.0350225,4,5212,250500
2448,2019.04,12,246.3372876,7,5212,245832
2449,2021.06,29,1047.187944,5,5217,169218
2450,2020.04,11,435.2017643,5,5614,407944
2451,2021.06,11,1095.35264,4,5614,360023
2452,2020.04,29,959.195668,3,5217,437477
2453,2021.04,16,1630.215129,4,5217,312660
2454,2021.06,3,594.0848231,6,5217,392324
2455,2021.08,36,426.0407818,3,5222,491665
2456,2021.11,14,338.6085639,5,5222,684429
2457,2021.03,15,2053.554824,3,5217,265617
2458,2021.03,17,732.3018448,0,5222,309068
2459,2020.05,16,177.6974079,5,5213,335808
2460,2019.04,11,359.7412617,5,5222,387508
2461,2021.01,0,636.4122882,1,5217,368319
2462,2021.11,17,3963.393265,0,5614,165006
2463,2020.03,6,580.1231161,9,5222,701748
2464,2021.03,6,58.91859559,5,5222,722874
2465,2021.12,34,3027.081483,0,5213,347997
2466,2019.01,32,6486.256457,1,5212,64967
2467,2019.04,12,1173.886884,4,5217,238805
2468,2021.07,5,270.4659967,9,5212,461193
2469,2021.04,31,448.2021371,9,5213,366941
2470,2020.12,13,2639.8948,0,5222,245185
2471,2021.12,27,505.711852,6,5222,519175
2472,2020.11,6,542.7765726,9,5212,359581
2473,2019.07,0,453.3805251,7,5213,224736
2474,2021.05,22,4303.636281,0,5212,99472
2475,2019.11,11,618.7352033,5,5212,235707
2476,2019.02,17,2526.304614,3,5213,181182
2477,2020.06,19,1715.824713,3,5213,164297
2478,2020.08,36,504.2643172,7,5217,251573
2479,2020.08,36,502.2549473,8,5212,227544
2480,2019.09,15,4149.504164,0,5217,72625
2481,2020.06,34,191.3223853,7,5222,415037
2482,2019.11,34,538.1138778,9,5614,349062
2483,2019.04,17,550.0650107,5,5217,369187
2484,2020.06,39,423.6374941,4,5212,241940
2485,2019.06,29,364.8014327,8,5213,232722
2486,2020.09,19,243.1061186,10,5213,339166
2487,2019.03,3,455.1071606,5,5217,393730
2488,2019.04,38,608.6355672,3,5212,175443
2489,2021.09,7,648.5907965,5,5217,370306
2490,2019.11,41,246.3243372,6,5222,434761
2491,2021.01,32,5472.558152,1,5212,117689
2492,2020.04,10,40.80144294,7,5213,346528
2493,2019.09,2,2235.136097,3,5217,244803
2494,2020.06,33,275.0150941,8,5614,428662
2495,2019.04,34,595.473366,7,5212,226268
2496,2019.07,1,130.4859897,6,5222,434774
2497,2021.06,17,351.6721312,1,5213,334374
2498,2020.1,18,829.7429367,0,5614,253617
2499,2021.1,0,519.3561139,1,5222,535284
2500,2020.1,3,638.8867878,5,5213,395212
2501,2019.03,17,484.061825,5,5614,239539
2502,2019.1,5,186.3189943,5,5212,277450
2503,2021.06,32,442.0267275,8,5213,366849
2504,2019.01,4,303.110736,9,5213,371635
2505,2020.04,15,2291.461926,3,5614,290239
2506,2020.08,18,1172.275458,0,5212,132393
2507,2020.01,14,1834.795729,2,5213,240943
2508,2019.04,18,1606.853698,1,5217,187873
2509,2019.02,8,346.1806161,5,5212,271937
2510,2019.04,14,111.3717775,7,5614,384740
2511,2019.1,33,31.55051543,0,5222,436372
2512,2021.11,21,1592.349463,3,5217,260517
2513,2021.05,6,37.21558128,5,5212,383872
2514,2021.1,2,453.0153227,10,5614,655517
2515,2021.1,34,635.6076815,8,5217,338222
2516,2019.05,33,226.0054275,0,5614,389674
2517,2020.01,37,505.9007766,0,5213,258126
2518,2020.11,5,2178.112085,3,5614,268955
2519,2020.12,20,2095.227398,3,5212,175076
2520,2021.1,10,430.3742508,5,5213,251232
2521,2020.05,10,1971.969657,4,5213,203104
2522,2020.01,4,598.646622,9,5217,430629
2523,2021.03,8,180.0122054,5,5222,703853
2524,2019.01,15,760.5617285,4,5222,385884
2525,2019.09,2,2103.320462,3,5222,328895
2526,2021.04,4,506.6676595,5,5217,526390
2527,2020.03,34,477.8846542,4,5222,299722
2528,2020.09,20,508.8165532,9,5213,289383
2529,2020.09,23,4724.251487,0,5212,109271
2530,2020.11,19,1417.099282,1,5212,173260
2531,2020.06,1,176.6828329,6,5212,267152
2532,2019.04,19,138.8641212,1,5222,469821
2533,2019.06,10,1611.477808,0,5212,238566
2534,2020.05,2,79.89800312,5,5217,427067
2535,2020.07,2,235.663225,5,5614,765645
2536,2021.02,15,136.2728548,5,5212,329671
2537,2021.08,31,649.7786674,8,5212,263520
2538,2021.09,14,61.33370575,6,5217,458812
2539,2019.09,15,3910.662882,0,5212,111044
2540,2021.03,10,718.7872863,0,5213,344958
2541,2020.02,39,519.6527525,1,5222,449097
2542,2019.1,11,329.7415664,1,5222,304524
2543,2021.06,5,346.0464782,9,5614,691196
2544,2020.02,3,2198.647767,3,5614,321125
2545,2021.1,13,148.8384165,7,5212,295415
2546,2021.09,5,548.974546,9,5222,673459
2547,2020.07,32,491.4977381,7,5222,427771
2548,2019.02,21,2294.557331,4,5212,129704
2549,2020.05,5,186.853608,9,5217,416335
2550,2019.04,12,1355.590665,1,5222,333330
2551,2021.08,40,226.2298083,8,5614,696839
2552,2021.08,3,354.2226168,5,5213,448653
2553,2020.11,7,260.5945733,5,5222,617592
2554,2021.09,36,518.6628076,5,5212,235794
2555,2020.08,15,122.3660954,8,5212,311735
2556,2021.08,0,158.2288437,6,5213,559989
2557,2020.12,0,362.557041,7,5614,363290
2558,2020.08,27,252.9672855,8,5217,295559
2559,2019.05,13,608.0531002,6,5217,60793
2560,2021.07,1,113.1257968,6,5614,460697
2561,2020.04,3,271.9042352,8,5217,455875
2562,2019.04,33,618.5393973,4,5213,168131
2563,2021.05,17,455.2530232,5,5217,282082
2564,2020.07,7,217.8060993,5,5614,354461
2565,2020.09,15,1942.029299,2,5217,188299
2566,2020.05,11,1923.277084,2,5212,147501
2567,2021.11,6,96.63660525,5,5213,283372
2568,2020.03,2,2147.313193,3,5614,242249
2569,2020.12,12,674.0096171,0,5217,286090
2570,2021.1,39,659.3248182,8,5213,301352
2571,2021.04,4,278.3743147,9,5212,446919
2572,2020.07,15,203.7394344,5,5614,590915
2573,2019.08,18,1814.960819,3,5222,194818
2574,2021.03,3,235.055839,5,5222,671977
2575,2020.02,19,1876.953003,3,5213,143493
2576,2021.05,33,201.0848254,7,5213,320881
2577,2020.03,14,4155.753476,0,5212,119319
2578,2020.03,37,577.8627564,7,5222,353865
2579,2019.1,32,202.8600495,9,5212,258263
2580,2019.05,11,1210.13002,4,5213,248076
2581,2020.11,19,642.4389506,8,5217,387853
2582,2020.07,1,288.8394789,6,5213,301284
2583,2019.07,36,416.7248734,3,5213,375676
2584,2019.09,32,152.4061506,10,5217,264566
2585,2021.04,20,936.4909615,2,5213,386616
2586,2019.04,12,275.8247105,1,5614,297099
2587,2020.01,3,2191.359486,3,5217,251014
2588,2019.03,18,420.4777053,5,5222,349732
2589,2021.01,32,631.1488489,8,5222,500633
2590,2019.1,14,1959.030612,3,5213,131195
2591,2020.09,31,510.0801818,6,5614,398353
2592,2019.08,17,742.7544335,0,5212,129341
2593,2019.06,4,101.7656762,7,5614,480142
2594,2019.06,29,4494.585087,1,5213,103804
2595,2019.01,27,258.4241624,8,5222,379869
2596,2021.07,21,1355.561412,3,5217,227187
2597,2020.09,20,1170.433045,0,5213,138285
2598,2021.04,5,539.0915437,5,5222,625285
2599,2019.09,15,836.2361994,1,5212,245184
2600,2019.07,17,1812.662317,3,5614,185909
2601,2019.07,39,226.5490289,7,5217,314002
2602,2019.04,10,182.1959496,7,5213,299212
2603,2019.05,15,440.1657468,6,5217,332928
2604,2019.09,29,1213.668021,0,5213,129710
2605,2021.04,16,281.942705,5,5217,378718
2606,2021.07,21,458.8452807,4,5222,564830
2607,2019.05,15,246.4841466,5,5614,480973
2608,2020.06,11,267.4064219,7,5212,250290
2609,2021.09,15,978.090955,4,5213,291332
2610,2019.09,6,172.7996061,9,5212,323102
2611,2020.02,18,453.684433,8,5213,364936
2612,2021.06,31,318.8694489,5,5213,320440
2613,2020.03,31,583.7069095,2,5222,392664
2614,2021.1,5,648.2018004,9,5213,439744
2615,2021.09,40,393.4028175,4,5213,300397
2616,2020.04,14,4094.732711,0,5614,209213
2617,2021.04,28,444.7932576,5,5213,286171
2618,2020.01,3,401.8929684,5,5614,526249
2619,2021.03,35,584.8027035,8,5212,251057
2620,2021.09,30,1057.717241,0,5222,169464
2621,2019.09,21,482.2222495,9,5213,260105
2622,2020.03,35,129.4981598,9,5213,563468
2623,2019.06,33,274.3928365,6,5222,514802
2624,2019.03,17,3627.919651,0,5217,294060
2625,2019.01,4,544.3458589,5,5213,352044
2626,2020.08,11,2936.762551,0,5222,596213
2627,2019.01,27,539.9924538,5,5614,337554
2628,2019.06,34,32.71751673,7,5217,295280
2629,2021.1,0,25.75447418,6,5222,534066
2630,2021.12,4,199.0526347,4,5222,703950
2631,2020.07,16,4150.873934,0,5213,127393
2632,2019.09,16,100.4409875,5,5222,521113
2633,2019.01,33,294.5861143,8,5614,326202
2634,2021.08,4,376.7974628,6,5222,538027
2635,2019.05,17,32.46019049,6,5212,281914
2636,2020.1,41,399.8933339,6,5213,279699
2637,2019.08,32,5314.466943,1,5213,145038
2638,2019.07,18,512.204777,1,5217,272858
2639,2020.04,14,1732.517907,2,5614,211040
2640,2021.03,0,564.3233937,6,5212,293146
2641,2020.12,2,483.3841407,10,5222,700495
2642,2020.05,13,26.81652726,7,5222,557552
2643,2021.07,38,602.5852821,7,5614,354541
2644,2019.11,5,52.31597861,5,5222,463933
2645,2021.02,2,2065.512102,3,5614,371151
2646,2020.1,0,73.04899646,0,5213,258185
2647,2020.02,3,2209.654083,3,5222,372860
2648,2019.02,1,288.4948573,6,5217,344514
2649,2019.09,18,929.0374959,0,5222,304911
2650,2021.09,5,336.0484141,9,5217,515906
2651,2020.02,11,386.1899246,0,5212,288592
2652,2020.08,32,1936.566987,1,5217,157807
2653,2019.01,16,4125.442156,0,5222,134745
2654,2021.07,37,62.30692056,9,5212,546376
2655,2020.03,31,4218.028876,1,5212,168069
2656,2019.01,35,383.2145132,8,5614,264902
2657,2021.1,5,1996.819278,3,5213,221424
2658,2021.09,16,240.5520073,5,5217,479014
2659,2019.12,10,1394.49883,0,5614,397840
2660,2020.11,16,382.6578449,5,5222,457977
2661,2021.11,39,647.1355289,0,5217,316395
2662,2021.03,36,955.5105972,1,5212,231905
2663,2021.08,33,2994.112489,0,5212,318004
2664,2021.04,11,770.5974326,2,5222,476669
2665,2019.11,15,2162.711618,3,5212,141601
2666,2019.09,28,205.8837547,5,5212,230004
2667,2021.03,39,627.949142,1,5212,207715
2668,2019.11,16,210.1330944,5,5614,446162
2669,2020.04,11,546.0602514,5,5217,306229
2670,2021.08,27,645.9175755,5,5217,356746
2671,2019.04,6,83.72451851,5,5212,265119
2672,2021.09,19,351.7234705,3,5614,438440
2673,2021.05,3,453.8118678,5,5217,557973
2674,2019.08,15,322.6882595,8,5212,260599
2675,2020.03,35,238.7068646,7,5222,585829
2676,2020.06,8,172.7527052,9,5212,366423
2677,2020.12,10,44.62916523,5,5614,295578
2678,2020.11,26,170.954085,6,5217,367984
2679,2021.12,3,34.47001825,4,5222,547716
2680,2021.05,2,86.15166439,6,5614,504058
2681,2020.05,7,415.1511023,5,5222,730579
2682,2021.1,1,1470.354569,1,5212,202594
2683,2021.12,17,921.3540659,0,5217,221525
2684,2019.09,3,383.6375822,4,5614,477231
2685,2020.08,16,575.9813325,6,5222,593730
2686,2021.02,17,2127.505964,3,5614,277601
2687,2020.01,16,3800.223816,0,5614,440158
2688,2021.09,6,27.35586886,9,5222,651046
2689,2020.07,18,974.1476768,0,5213,252244
2690,2020.05,15,699.755041,4,5212,245702
2691,2020.05,32,474.6696744,7,5212,278443
2692,2020.01,34,392.1081656,8,5614,370685
2693,2020.04,1,243.3154891,6,5212,317046
2694,2019.09,14,3996.724691,0,5614,83333
2695,2020.11,34,425.9780597,5,5212,242653
2696,2019.08,11,1678.143898,2,5212,193262
2697,2021.11,0,610.763473,9,5213,335760
2698,2020.02,4,90.21304936,9,5222,588056
2699,2021.06,17,1077.122977,0,5212,165335
2700,2021.07,31,1574.799568,3,5222,266448
2701,2020.03,1,472.8803588,6,5222,480277
2702,2020.12,16,247.7567482,5,5217,406905
2703,2021.01,32,276.7722239,8,5614,465933
2704,2020.11,5,306.1946407,9,5222,790317
2705,2020.03,17,519.3121503,6,5222,460349
2706,2019.07,32,1388.651369,3,5222,202190
2707,2021.09,6,610.9512006,9,5213,360768
2708,2021.1,0,213.9681714,1,5213,330640
2709,2019.01,1,203.5946866,6,5217,306023
2710,2019.03,12,73.49174615,5,5222,416757
2711,2021.09,8,224.6508133,7,5222,805818
2712,2021.07,17,1833.082759,3,5212,162342
2713,2021.1,13,4018.197745,0,5222,288095
2714,2021.1,7,1879.256788,1,5217,181314
2715,2020.01,13,3724.857659,0,5222,344079
2716,2019.1,34,3007.559272,0,5213,294404
2717,2020.11,21,567.4701163,4,5222,486081
2718,2021.06,6,2579.649057,0,5222,333693
2719,2021.09,35,612.3599277,8,5217,353178
2720,2021.12,43,455.6997881,6,5222,522506
2721,2021.1,12,595.4426723,5,5222,512911
2722,2020.04,10,1574.327984,0,5217,380887
2723,2019.04,38,351.3154718,8,5212,205031
2724,2020.08,12,395.4475659,5,5614,479709
2725,2019.09,9,2731.190993,0,5213,137991
2726,2021.12,12,894.3865445,0,5614,410755
2727,2020.08,9,463.7382314,5,5212,320436
2728,2020.1,2,1408.0547,1,5213,176883
2729,2019.04,43,200.0201109,6,5212,204948
2730,2019.11,21,380.7342474,4,5222,461452
2731,2021.03,19,621.8096598,8,5614,266830
2732,2020.07,17,329.9368994,6,5614,508219
2733,2021.02,10,2203.723689,3,5222,260733
2734,2019.01,5,520.0077862,9,5614,532699
2735,2021.02,40,543.0174227,4,5212,249276
2736,2019.06,13,1881.789453,2,5217,230403
2737,2020.08,5,2530.909883,0,5212,141092
2738,2020.01,39,481.9367533,8,5217,309009
2739,2019.06,34,390.248658,8,5213,265380
